JOB TITLE,COMPANY,SALARY,LOCATION,SUMMARY,POST DATE,EXTRACT DATE,JOB URL
JavaScript Developer,OptiPhoenix,"₹25,000 - ₹55,000 a month","Janakpuri, Delhi, Delhi","Proficient in design software such as Figma, Sketch or Photoshop.
Develop new user-facing features.
Developing AB Test experiments using tools such as Optimizely, Adobe Analytics etc.",9 days ago,2021-06-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DswZ2Y-TP89vGl-b6FSUyhPkTTNAPx7bHozTqsyfEJRKAoGUJKRHomEG-qzDl9ZmbS3rD2PQ_izeNHE6gzSY_J8yeBMZcpdFFM5zfIECwz3y_YIvn0FkQWWY9D7P5OKPchwfB3_LApfmCssCCZ0AAaFwtUOMiWhg2Die1iBMOUvC_LpPEXuZio7nThL4nyl51xXdhLiNSfNO1El9KvXnOmolPKZlQOYdQar5vhvSQxht7QMnKuwwHS806PCbt1ssReDcNXggLMO_LJRGEjEDVsjrfH0m8B4E1x_hNcfMuhbT5mKrKrM5TzQePD77R3dZpCySTzFy6yJqFj5lbzQvbVLoY6LsevDlHqf8cjQ1rfSFTwqpi5YIA7XKByvpu276CwMml2XuvR1q5ZxNmemUDUBTIB4KZeANmRRowlD94FIgFVkQCR9ag6OYBF4kSXVtHmtwydvHJJFba5rcjWyDJf1MNubnqRJlGUDEAKlw7EGaefu4j885wk&p=0&fvj=1&vjs=3
Software Developer,Andromobi,"₹10,000 - ₹15,000 a month","Noida, Uttar Pradesh","Reverse Engineering, Api Development and module of a large project.
Good logical ability, Understanding of Algorithm and Data Structure.
Expertise in any programming language.",Today,2021-06-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CUjxFVlX-UBvpWTdv_u-T3TA_nXfP1MrZ4AOYPbRkTmuoRs9syRo7FasU-OTHg8FdznmA_t18BYKA3PNkt7v5PGaW_jZLOqTd3ewmRwrnYzhW-8JdKgsuT4CiLKbt2wQgiaOpPaNy3hgXx1wdv3f9oF7HGbi_N6BvJkyHPhiK8v-qKnfRZLNoo8rOnSwDELGAgHLkVAI367-4vbEWoZ176AxuH4_NCzxceHwisl78iBP_xscAiUY2ReA3fqVY3B8KgL7XQJKkt-1QH8HnsMvs1LBOHMdhE5c8XqPSfhUMtjXOzcamyjVbQE5AbhQEp-Hl7-fcMhZ7CNnNhQzjTojtW2-5WZFy1575hNXMwfU3hm0HpXUKqnJdvbMbuKbNXK_N1jNNqyNtFzm3oBihUmoXXLNEvLL8VruRnP1AHz8q7BaYMgzNbFFMQJlQ_fEe0sspPU1SxMiHxNHMFfT-LViipata4DcIqKM8DfD2VRpRvH6wRlSeWZMbf&p=1&fvj=1&vjs=3
Dot Net Developer (2 years bond terms),Sagar Informatics Pvt Ltd,"₹8,000 a month","Munirka, Delhi","On selection, Next 5 months live industrial project training with a stipend of INR 8,000/month.
Candidate applying will be working as a trainee for project.
Minimum Graduation (BCA, MCA, B tech).",5 days ago,2021-06-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bgij00CqwLJsDpuomi8zOh2BW9fs-_Zj0m2UH3jcWTFCDBPu2JQpIQ8qEhs-39I4xRShLcOo2-lIMucKgir2XM8Eb8H2H3-k6l3SAT0ZtatR95nJ8tWKJekfB-iDayy3z9pVbhCDV3HNfJ8YWVl-veLnCm6mqGpmvl1uSusFQThlXLshi0L9VfQ85NEtgCPaL8a_M-Frcl2bY6CrKzd9-MB53ozNleo8L_L6ra0PDlFhgDK5ItbEkVtjblmMbswqtpOoSSurVXB-Ut-KyEI3qm_lweVzlQzwJRVegqkhcTkikkh8rGntrEAFdsVM0-SjOp8qE77r7-SClVNwteBf_6NKZDxX-B0e6dBPyDVpavU-sQz_XRi57islyadH4s8cLtITMkee_HMxa_4Ivyjbghx_O8tBvomEroR_yjKhWKhhYirMmd6zTOh40oKd10NuWk26smEmSCo1NVi4ZvMf5hT6hEj7c1l1GSn1F9Cd4qhYF4f4YnytYvqdKrgx9bJmY=&p=2&fvj=1&vjs=3
Web Developer - Laravel Specialist,Duel Marketing,"₹6,00,000 a year","New Delhi, Delhi","Duel Marketing (https://duelmarketing.com), performance digital marketing agency delivering high quality web design and development, marketing and other digital services whilst striving to be best in…",3 days ago,2021-06-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BgwZZtNz3RlgKkyuiD1wyofhRm_nTU-aZqJU2JCpLGSqm4FMcRLebsxe3GViJaH1TtOUWBrn3dUM9SJXaz72e02YmuUfRVx64ItaQkcnN2xVTjCA5C7SBUYSTigntkelZ9wAJq53fg1ETaXe-YUSH7WJQLkwT3Q7M6ExUb3YXqzB-K74uQE1IqCMPfEaTpv45xxJhW8I1nMco5CjCJJy8WBcIN9FgWKpNx3cqcIJYTvvvvRa6cCOdaVSph2aCDiBaphnmz6a4dh_9AMDxoa7CHhMr8LhO8kRR280iDrqCKIZR1O5r_PviJpE_0xdoWw1b3CdUCCr-Tp5FBV1kWDbdLYR9XxkRGWHq8T6V9B_aVuVDZd_wzT6luYFaxghzupid8jJfkWTCUcgjrC71D7CLpaO3Ixin88ieGDNBeCfHejy48BTrVOgEuHaHpfykiugGTJhGVSG2eR54btYucvzRAz69j7Nh2qNgWxRk5FbZI9GKWiOwc7mz7FMnwCeWNRjA=&p=3&fvj=1&vjs=3
Software Developer,Skiify Solutions,,,"Job Description: As a software developer we require candidates to develop code using programming skills, specifications, high level design documents and implement it based on client requirements.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=ecc4eb52a34af313&fccid=9bc881f82c6be4fc&vjs=3
Backend Developer,ARNSS Innovation,"₹10,000 - ₹25,000 a month",,"BE/BTech in CSE/IT/ECE, ME/MTech in CSE/IT/ECE, MCA, BCA, BSc/MSc in Computer Science, Other Degrees with relevant experience (Web Application development using PHP, Dotnet).",1 day ago,2021-06-18,https://www.indeed.com/company/ARNSS-Innovation/jobs/Backend-Developer-2afb58bef4a483e9?fccid=0ebbd11f1bea2afd&vjs=3
Software Engineer II,Cadence Design Systems,,,"Passion to learn / explore new technologies and demonstrates good problem-solving skills.
Strong background of computer science fundamentals (data structures, algorithms).",Today,2021-06-18,https://www.indeed.com/rc/clk?jk=095987e7d75390a2&fccid=391006290e845887&vjs=3
Python Developer,VisionIAS | Ajayvision Education Private Limited,"₹7,00,000 - ₹10,00,000 a year",,"Ability to write code using AWS security best practices (e.g., not using secret and access keys in the code, instead using IAM roles).
3-4 years of industrial experience in advance Python web…",4 days ago,2021-06-18,https://www.indeed.com/company/Ajayvision-Education-Private-Limited/jobs/Python-Developer-c4eb8582e90c41f2?fccid=a9d453f93c5ad3ee&vjs=3
Application Developer: Microsoft .NET,IBM,,,"Solid end to end experience in developing enterprise grade front end applications using Angular.
Knowledge of an object programming and project patterns,.
Functions as developer focused on .NET,C#.",3 days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=4cde5322e1f3b670&fccid=de71a49b535e21cb&vjs=3
Intern-Software Engineering,Cadence Design Systems,,,"Interns are part of project teams and are expected to learn the respective tools, flow & associated technologies on the job.
From the first day at Cadence, the interns are expected to develop high…",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=0fe27cadc0704481&fccid=391006290e845887&vjs=3
Blockchain Developer Full Stack,Votan Ventures,"₹10,000 a month",,"Interest in applied research in Blockchain technologies Technical understanding of Ethereum, Bitcoin, MultiChain, and other Blockchain technologies Strong ability to grasp new knowledge and skills…",7 days ago,2021-06-18,https://www.indeed.com/company/Votan-Ventures/jobs/Blockchain-Developer-Full-Stack-a590cb638fb5b055?fccid=4f648fc5783e4380&vjs=3
ReactJS Developer,glowfin india solutions,"₹4,00,000 - ₹6,00,000 a year",,"Writing application interface codes using JavaScript following react.js workflows.
Developing and implementing highly responsive user interface components using react concepts.",Today,2021-06-18,https://www.indeed.com/company/Glowfin-India-Solutions/jobs/Reactj-Developer-2092b8722644f820?fccid=fc595d2e0e485620&vjs=3
React Developer,Wise Monk,"₹20,00,000 a year",,"Create and execute appropriate quality plans, project plans, test strategies and processes for development activities in concert with business and project management efforts.",Just posted,2021-06-18,https://www.indeed.com/rc/clk?jk=f17e0f77872f7ac8&fccid=8161f2dbeb2d6c8d&vjs=3
Hardware /Software Engineer,J.Mitra and Co. Pvt. Ltd,,,"Purpose of the position: The purpose of the position will be to handle hardware/software and network complaints.
Hardware, Software and networking problem solving.
Branch & SD IT support.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=3e7a425fd9ceb255&fccid=22063e44c5de242c&vjs=3
Senior Software Engineer,Owl Project Management,"₹15,00,000 a year","New Delhi, Delhi","We need someone who has experience with large projects and is familiar with the challenges involved in delivering a high-quality software product, including having an eye for code quality…",30+ days ago,2021-06-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CUEvOD0Hj5sg0uHMgkCRN20kHemIWEBktdkUviF9CzwjT7ZSOLxgiPgPCSIzm30v8Flmq64CJn9en_w98kE7TAka8WcgNvupYqoO_9nEkgokRePnVrCPeNrrme8R64jeaDM-akqz4U4qBxeyjkKGsDXcnz892G9cvquVSjoud7l-budelAWSlHRmfOeDqH2QNpC3Tn5bpDMykNIjOpFt4GcfjmsGlQnvkwFGLKq4jddVggrdHSljYLKRHgFnzBXvtMmzqf7lvsOxvhcgDxg14rrEiD9si3z0N0qzqnRfyZlTvse8sHVFWLvdSl_IFLTfWxlIRVvaH8JdlmOiz8vGh3s38BuddqNFu9kdgZsKGTWO2uCGtMoQ4An0d6ColMcqwNHlpQ9C8b6OItFEmUF5MqbRPQHCFLTHAxB4QHpvugmrRzWw_B7BSWYHXWFg7CzHIMDyySCenxsOJW64azlL20BTpQ9EiFzL40iuPsmRMqWIfvnBTOvHzCknh9TqAY4SI=&p=14&fvj=1&vjs=3
Web Developer,Akua Behavioral Health,"₹10,00,000 - ₹12,00,000 a year","New Delhi, Delhi","Proficient design skills: for both SEO and end-user simplicity.
Must have both solid experience in programming languages and design best practices.
The Webmaster position at Akua will be responsible…",24 days ago,2021-06-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BKU_KwcAl-B1BHFgCu_rlSdkq9IY0obZ9JUZdZJ2QvHjhnCZ4KWzBiEnqdGH9CAGxAwL8lkLM8B6FA2jQpKu-0xpw8_k9C0hzIjniqtMHP4bSi0VeTwgBwkWNMjQY_8BrT0mfneorVs9AhQUclWWn3EXzA0vE4QQx-gNjlBcZY8U4jL2LZ6ZspepfG5v2T4GSMoFPDlB9ubcqsB9ocTtp-Bo0SG7NMiOw3yRwtH89PTZ-Jeo8JEuVIgLOhOgkTeQImXtKDgRD_0NN1pacLbfIWveMXGrvHsvpraOaEhzIrIFIPwGVHpSQ4hddGLo3a1fAyndG4il1Q3OTrzlI8ZX3L1GAiLcZideL0tE2a0HQ-tLkSdlbDxEestAbPLSXiHBkTtNa-Ck8fKtxymiUNPgHnB8k1I4fpM5CjiPvewwWwrEs0BiNlOpvGDsBUZjOvGidHo3O7IRNDXODDmG4btLzfMFd0agiNJa_4PhsDVCukaA==&p=15&fvj=1&vjs=3
Associate Professional Software Engineer (51007431),DXC,,,"Assists in customizing purchased applications and assists in maintaining program libraries and manuals based on research and customer needs.
Performs systems modeling, simulation and analysis to…",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=c5f4572cb9b84218&fccid=feaabf8e6a699d3c&vjs=3
ReactJS Developer,InfotonicsMedia,"₹15,000 - ₹40,000 a month",,"To ensure success as a react.js developer, you should have in-depth knowledge of JavaScript and React concepts, excellent front-end coding skills, and a good understanding of progressive web…",10 days ago,2021-06-18,https://www.indeed.com/company/InfotonicsMedia/jobs/Reactj-Developer-90407db3e2ef1e14?fccid=70b6a76632682847&vjs=3
Angular Developer,MAG Studios,"₹12,506 - ₹55,267 a month",,"Should have worked on at least 3 - 4 live projects.
Should have experience in working in a team with multiple back-end team members working on business logic.
Software development: 1 year (Required).",2 days ago,2021-06-18,https://www.indeed.com/company/MAG-Studios/jobs/Angular-Developer-5cdaa74914f311a4?fccid=50e68f3afb5ae61d&vjs=3
Java Developer,ITech Mission Private Limited,"₹20,000 - ₹60,000 a month",,"Total work: 3 years (Preferred).
\* Must experience in Hibernate and spring. .",3 days ago,2021-06-18,https://www.indeed.com/company/ITech-Mission-Private-Limited/jobs/Java-Developer-718195cfc02d6e64?fccid=56ff137351b3d66f&vjs=3
ReactJS Developer,Antino Labs,"₹3,00,000 - ₹8,00,000 a year",,"Responsible for development of new highly-responsive, web-based user interface.
Software development: 1 year (Preferred).
Develop a flexible and well-structured front-end architecture, along with the…",3 days ago,2021-06-18,https://www.indeed.com/company/Antino-Labs/jobs/Reactj-Developer-7bca22f7c4bbd8b6?fccid=7a274369650c81a8&vjs=3
Software Testing Engineer,LIVEWERKZ PTE LTD,"₹2,34,723 - ₹11,46,626 a year",,"Preparing reports on all aspects related to the software testing carried out and reporting to the design team Interacting with clients to understand project requirements.
Minimum 4 working experience.",7 days ago,2021-06-18,https://www.indeed.com/company/MACTUS-LIVE-PTE.-LTD./jobs/Software-Testing-Engineer-8402666dab5c7812?fccid=f7093d79b4201a8c&vjs=3
Java Remote Software Engineer,Muoro,,,"Experience of 3 -10 Years.
We are the top staff augmentation company for all sorts of technical resources available immediately.
Muoro help companies hire dedicated remote software engineers and build…",9 days ago,2021-06-18,https://www.indeed.com/company/Muoro/jobs/Java-Remote-Software-Engineer-d4fa5deca90b0061?fccid=a50dd19e6397ff38&vjs=3
Software Developer-Dot Net,A Prestigious client of Destiny HR Group Services,,,"NET technology and have project based experience with C# .
Excellent applied skill of object orientation & design patterns.
1+ years’ experience using Microsoft and .",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=104494c5c6ab9a47&fccid=a65b647b2800a9d3&vjs=3
Software Engineer- .Net Developer - C#/Design Patterns,The Intect,,,"Documents & demonstrates solutions by developing documentations, flowcharts, layouts, diagram, charts, code; Ensuring that project task are completed in defined effort and timelines.",10 days ago,2021-06-18,https://www.indeed.com/company/The-Intect/jobs/Software-Engineer-ae933128be0c2cfd?fccid=8081aa82c4b3abb4&vjs=3
Front End Developer,SquareBoat,"₹10,00,000 a year",,"You will work on a diverse set of unique and challenging projects that allow users to seamlessly interact with technology.
1+ years of relevant software development experience.",30+ days ago,2021-06-18,https://www.indeed.com/company/Squareboat/jobs/Front-End-Developer-5da5131e9dd78c0d?fccid=8ccb5f2c35e78d97&vjs=3
Website Developer,Art Vatika Institute,"₹12,000 - ₹18,000 a month",,"Kindly share the links(if developed any).
Job Types: Full-time, Internship, Fresher.
Higher Secondary(12th Pass) (Preferred).
CSS/CSS3: 1 year (Preferred).
Website Management: 1 year (Preferred).",16 days ago,2021-06-18,https://www.indeed.com/company/Art-Vatika-Institute/jobs/Website-Developer-2988595b457b920c?fccid=8b999d6c18673841&vjs=3
Angular Developer,HostRider Pvt. Ltd.,"₹25,000 - ₹35,000 a month",,"Angular Version 9+ required with minimum 1-2 Years of experience.
Job Types: Full-time, Part-time, Regular / Permanent, Contractual / Temporary.
Total work: 1 year (Required).",4 days ago,2021-06-18,https://www.indeed.com/company/HostRider-Pvt.-Ltd./jobs/Angular-Developer-15548935131d0be8?fccid=66e79986626a3d42&vjs=3
Content Developer,Doors Studio,"₹23,000 a month",,"Your words will inform and engage target audiences.
Proven experience as a copywriter or related role.
Knowledge of online content strategy and creation.
Job Types: Full-time, Walk-In.",30+ days ago,2021-06-18,https://www.indeed.com/company/Doors-Studio/jobs/Content-Developer-3ede3387802f35d3?fccid=b9d279b46addd592&vjs=3
Full Stack Web Developer,Re Nutech Solutions Inc.,"₹15,000 - ₹25,000 a month",,"Understanding of requirement and execute it.
Should be familiar with HTML & CSS.
Should have strong hand on Javascript and backend.
Good command on Framework (Laravel).
Temporarily due to COVID-19.",2 days ago,2021-06-18,https://www.indeed.com/company/Re-Nutech-Solutions-Inc./jobs/Full-Stack-Web-Developer-0b4a5eb69f75bda1?fccid=372341c38d41b16c&vjs=3
Sr. Software Developer/ Software Developer,NoPaperForms,"₹2,00,000 - ₹10,00,000 a year",,"In 3 years of its journey, the company made 2 acquisitions and to tap the School market the company launched a new product line ‘Uniapply.com’ in 2020.
Hands on experience of working on Linux OS.",14 days ago,2021-06-18,https://www.indeed.com/company/NoPaperForms/jobs/Senior-Software-Developer-079a6c0ca52ea71e?fccid=8e0668d540b8a25d&vjs=3
Sr. Software Developer/ Software Developer,NoPaperForms,"₹2,00,000 - ₹10,00,000 a year",,"In 3 years of its journey, the company made 2 acquisitions and to tap the School market the company launched a new product line ‘Uniapply.com’ in 2020.
Hands on experience of working on Linux OS.",14 days ago,2021-06-18,https://www.indeed.com/company/NoPaperForms/jobs/Senior-Software-Developer-079a6c0ca52ea71e?fccid=8e0668d540b8a25d&vjs=3
PHP Developer - CodeIgniter Framework,Nextgenittech.com,"₹11,781 - ₹46,772 a month",,"PHP Developer - CodeIgniter Framework , will be responsible for writing quality code, creating and executing web-based products.
Software development: 1 year (Preferred).",28 days ago,2021-06-18,https://www.indeed.com/company/SN-Tech-sol-Pvt-Ltd/jobs/PHP-Developer-faa5ee81ee84bec8?fccid=e9a9c9c66465a5ab&vjs=3
Web Developer,CLink Consultancy Services,"₹15,000 - ₹20,000 a month",,"Create website layout/user interface by using standard HTML/CSS practices.
A solid understanding of how web applications work including security, session management, and best development practices.",2 days ago,2021-06-18,https://www.indeed.com/company/CLink-HR-Services/jobs/Web-Developer-b6dc3ab7672804e2?fccid=eedfd0a780a26850&vjs=3
Software Developer,Sanchay Tech,"₹13,353 - ₹32,818 a month",,"Find & Check bugs / error of the client.
Software Development (New / changes in existing) in ASP .
Technical Testing of a developed program.
Total work: 1 year (Preferred).",22 days ago,2021-06-18,https://www.indeed.com/company/Sanchay-Tech/jobs/Software-Developer-2cdef605a7e8a214?fccid=903bd73123739824&vjs=3
Front-End Software Engineer,Pace Stock Broking Services,"₹6,00,000 - ₹13,00,000 a year",," Should have an eye for simple yet elegant design.
 Collaborate with the rest of the engineering team to design and launch new.
 Design and develop highly scalable and reliable systems end-to-end.",16 days ago,2021-06-18,https://www.indeed.com/company/Pace-Stock-Broking-Services/jobs/Front-End-Software-Engineer-eb03f6789c45aeea?fccid=cc32159c8b63f77e&vjs=3
Software Developer,Ajackus,,,"Ultimately, you’ll build highly responsive web applications that align with our business needs.
To be successful in this role, you should have experience using server-side logic and work well in a…",25 days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=b3a03578ee3c0845&fccid=5eb3ad01f6563f40&vjs=3
React.Js Developer,Leegality,"₹40,000 - ₹80,000 a month",,"Ability to Proof-of-Concept and prototype applications using new technologies and frameworks.
A good knowledge of design principles, creating mock-ups and using designing tools like AI, Figma would be…",27 days ago,2021-06-18,https://www.indeed.com/company/Koppr/jobs/React-Js-Developer-04df65534618274c?fccid=75575ea01625a8ed&vjs=3
Sr. Python Developer || WFH till 31st Dec,Clavax Technologies Pvt Ltd,"₹4,00,000 - ₹7,00,000 a year",,"Clavax Technologies, an renowned IT organization is hiring for Python Developer (WFH till Dec 2021 & Flexible timings)..
Office Timings*: We follow a 5 day work week & flexi-work hour policy,…",14 days ago,2021-06-18,https://www.indeed.com/company/Clavax-Technologies/jobs/Senior-Python-Developer-Wfh-Till-Dec-34c283f73403a9b7?fccid=e071c98478d1ded9&vjs=3
Java Developer,Triend Software Pvt. Ltd,"₹1,44,000 - ₹4,50,000 a year",,"The candidates must have 1 year experience as java developer.
Total work: 1 year (Preferred).",1 day ago,2021-06-18,https://www.indeed.com/company/Triend-Software/jobs/Java-Developer-387db36ba5dd4273?fccid=0b0cacae013985e1&vjs=3
Noida - Software Developer,eMDs,,,"Create, test and validate application code based on provided requirements and documentation.
Ability to create and maintain unit tests, code comments and software development best practices.",30+ days ago,2021-06-18,https://www.indeed.com/rc/clk?jk=6d2121b1c6cee630&fccid=a24cb3bc75d46308&vjs=3
NodeJS Developer,Know Cross,,,"Love technology and have an innate interest in coding and building products.
Good understanding of different data structures, algorithms and design patterns.
Mentor other, less experienced colleagues.",Today,2021-06-18,https://www.indeed.com/rc/clk?jk=b989fd9bb093e52e&fccid=2a31835fa954c8c0&vjs=3
Python/Django Developer,VOCSO Technologies Pvt Ltd,"₹20,000 - ₹70,000 a month",,"Python/Django: 4 years (Preferred).
Temporarily due to COVID-19.",20 days ago,2021-06-18,https://www.indeed.com/company/VOCSO-Technologies-P-Ltd/jobs/Python-Django-Developer-0acdd795761812b3?fccid=de2db8416ffff247&vjs=3
Software developer-React,secugenius,"₹30,000 - ₹50,000 a month",,"Expertise over - React js Immediate joiner Location-Noida, Sec 4 work from home till end of June 2021 Job Type: Full-time Salary: ₹30,000.00 - ₹50,000.00 per month Benefits: * Flexible…",30+ days ago,2021-06-18,https://www.indeed.com/company/QuickX-software-consultancy-and-solutions-Pvt.-Ltd./jobs/Software-Developer-React-96384d1f7e71968a?fccid=133bd3bb1a667f0e&vjs=3
Sr. Software Engineer - Testing,Stryker Corporation,,,"Take ownership for the testing effort on different types of applications Reviewing and commenting on product specifications & create test cases.
Plan test schedules or strategies in accordance with…",Just posted,2021-06-18,https://www.indeed.com/rc/clk?jk=402a4c84cc58e8cf&fccid=9d4dbca3ed8b9cdf&vjs=3
Software Engineer,NatWest Markets,,,"You’ll apply widely agreed software engineering principles and methodologies to design, develop, test and maintain applications and services to achieve the stated business and technology goals within…",Just posted,2021-06-18,https://www.indeed.com/rc/clk?jk=432650e659223e44&fccid=b6aec8af79c2b278&vjs=3
